"gameId","playId","inMotionAtBallSnap","position","offenseFormation","receiverAlignment","teamAbbr"
2022103001,4125,TRUE,"WR","SHOTGUN","2x2","ATL"
2022100300,2034,FALSE,"FB","SHOTGUN","2x2","SF"
2022091102,3231,FALSE,"TE","SINGLEBACK","2x2","SF"
2022091102,4102,TRUE,"TE","SHOTGUN","2x2","SF"
2022103010,193,FALSE,"TE","PISTOL","2x2","SF"
2022103010,214,FALSE,"RB","SHOTGUN","2x2","SF"
2022100300,1547,FALSE,"TE","SHOTGUN","2x2","SF"
2022100300,1987,FALSE,"TE","SHOTGUN","2x2","SF"
2022100910,2683,FALSE,"TE","SHOTGUN","2x2","SF"
2022101600,849,FALSE,"TE","SHOTGUN","2x2","SF"
2022102310,3273,FALSE,"TE","SINGLEBACK","2x2","SF"
2022100910,3080,TRUE,"WR","SHOTGUN","2x2","SF"
2022103010,2161,FALSE,"WR","SHOTGUN","2x2","SF"
2022091102,1286,TRUE,"TE","SHOTGUN","2x2","SF"
2022091102,2759,FALSE,"TE","SHOTGUN","2x2","SF"
2022100300,892,FALSE,"RB","SHOTGUN","2x2","SF"
2022100300,3020,FALSE,"RB","SHOTGUN","2x2","SF"
2022091102,189,TRUE,"WR","PISTOL","2x2","SF"
2022091808,2646,FALSE,"WR","SHOTGUN","2x2","SF"
2022101600,2276,TRUE,"WR","SHOTGUN","2x2","SF"
2022102310,968,TRUE,"WR","SHOTGUN","2x2","SF"
2022100300,1053,FALSE,"TE","SINGLEBACK","2x2","SF"
2022091102,2436,TRUE,"WR","SHOTGUN","2x2","SF"
2022091808,631,TRUE,"WR","SHOTGUN","2x2","SF"
2022100910,203,TRUE,"WR","SHOTGUN","2x2","SF"
2022102310,2630,TRUE,"WR","SHOTGUN","2x2","SF"
2022102310,3242,FALSE,"WR","SHOTGUN","2x2","SF"
2022100910,875,TRUE,"WR","SINGLEBACK","2x2","SF"
2022092506,2779,FALSE,"TE","SHOTGUN","2x2","NYJ"
2022092506,3700,FALSE,"TE","SHOTGUN","2x2","NYJ"
2022091107,1165,FALSE,"WR","SHOTGUN","2x2","NYJ"
2022091107,2478,TRUE,"WR","SHOTGUN","2x2","NYJ"
2022091801,1711,FALSE,"WR","SHOTGUN","2x2","NYJ"
2022092506,3745,TRUE,"WR","SHOTGUN","2x2","NYJ"
2022100210,3810,TRUE,"WR","SHOTGUN","2x2","NYJ"
2022101602,2404,FALSE,"WR","SHOTGUN","2x2","NYJ"
2022091107,412,FALSE,"TE","SHOTGUN","2x2","NYJ"
2022091107,3647,TRUE,"TE","SHOTGUN","2x2","NYJ"
2022091801,2344,FALSE,"TE","SHOTGUN","2x2","NYJ"
2022091801,3956,FALSE,"TE","SHOTGUN","2x2","NYJ"
2022092506,516,FALSE,"TE","SHOTGUN","2x2","NYJ"
2022103007,86,FALSE,"TE","SHOTGUN","2x2","NYJ"
2022110606,1131,FALSE,"TE","SHOTGUN","2x2","NYJ"
2022102307,2733,FALSE,"WR","SHOTGUN","2x2","NYJ"
2022110606,1506,TRUE,"WR","SHOTGUN","2x2","NYJ"
2022102307,1880,TRUE,"WR","SHOTGUN","2x2","NYJ"
2022110606,2411,FALSE,"WR","SHOTGUN","2x2","NYJ"
2022091801,1533,FALSE,"WR","SHOTGUN","2x2","NYJ"
2022091801,2460,TRUE,"WR","SINGLEBACK","2x2","NYJ"
2022100210,3303,FALSE,"RB","SHOTGUN","2x2","NYJ"
2022100210,3370,TRUE,"WR","SHOTGUN","2x2","NYJ"
2022100907,1332,TRUE,"WR","SINGLEBACK","2x2","NYJ"
2022101602,3003,TRUE,"WR","SHOTGUN","2x2","NYJ"
2022102307,3482,TRUE,"WR","SHOTGUN","2x2","NYJ"
2022110606,2433,TRUE,"WR","SHOTGUN","2x2","NYJ"
2022100210,1483,FALSE,"RB","SHOTGUN","2x2","NYJ"
2022091801,666,FALSE,"TE","SINGLEBACK","2x2","NYJ"
2022091113,2077,FALSE,"WR","SHOTGUN","2x2","TB"
2022100213,2057,TRUE,"WR","SHOTGUN","2x2","TB"
2022110609,754,FALSE,"WR","SHOTGUN","2x2","TB"
2022110609,1113,TRUE,"WR","SINGLEBACK","2x2","TB"
2022092512,2908,TRUE,"WR","SHOTGUN","2x2","TB"
2022091804,826,FALSE,"WR","SHOTGUN","2x2","TB"
2022091804,1630,TRUE,"WR","SHOTGUN","2x2","TB"
2022091804,3056,TRUE,"WR","SHOTGUN","2x2","TB"
2022091113,3284,TRUE,"TE","SHOTGUN","2x2","TB"
2022091113,3113,FALSE,"WR","SHOTGUN","2x2","TB"
2022091804,552,FALSE,"WR","SHOTGUN","2x2","TB"
2022091804,2371,FALSE,"WR","SHOTGUN","2x2","TB"
2022092512,670,FALSE,"WR","SHOTGUN","2x2","TB"
2022110609,3913,TRUE,"WR","SHOTGUN","2x2","TB"
2022102700,2993,FALSE,"RB","SHOTGUN","2x2","TB"
2022100908,106,TRUE,"WR","SHOTGUN","2x2","TB"
2022100908,3830,TRUE,"WR","SHOTGUN","2x2","TB"
2022101607,1058,TRUE,"WR","SINGLEBACK","2x2","TB"
2022102700,4063,TRUE,"WR","SHOTGUN","2x2","TB"
2022110609,778,TRUE,"WR","SHOTGUN","2x2","TB"
2022091804,1097,FALSE,"WR","SINGLEBACK","2x2","TB"
2022092512,141,TRUE,"WR","SHOTGUN","2x2","TB"
2022092512,3158,TRUE,"WR","SINGLEBACK","2x2","TB"
2022100213,1247,TRUE,"WR","SHOTGUN","2x2","TB"
2022100908,4017,TRUE,"WR","SHOTGUN","2x2","TB"
2022091804,2135,FALSE,"WR","SHOTGUN","2x2","TB"
2022092512,3530,FALSE,"WR","SHOTGUN","2x2","TB"
2022102700,1799,FALSE,"WR","SHOTGUN","2x2","TB"
2022102700,2602,FALSE,"WR","SHOTGUN","2x2","TB"
2022110609,3796,FALSE,"RB","SHOTGUN","2x2","TB"
2022102700,2208,FALSE,"TE","SHOTGUN","2x2","TB"
2022102700,4205,TRUE,"TE","SHOTGUN","2x2","TB"
2022110609,3891,TRUE,"TE","SHOTGUN","2x2","TB"
2022091111,520,TRUE,"WR","SHOTGUN","2x2","LV"
2022091811,769,TRUE,"WR","SINGLEBACK","2x2","LV"
2022091811,968,FALSE,"WR","SHOTGUN","2x2","LV"
2022092507,1036,TRUE,"WR","SHOTGUN","2x2","LV"
2022100212,2508,TRUE,"WR","SHOTGUN","2x2","LV"
2022101000,3601,TRUE,"WR","SHOTGUN","2x2","LV"
2022101000,4047,TRUE,"WR","SHOTGUN","2x2","LV"
2022110604,3616,TRUE,"WR","SHOTGUN","2x2","LV"
2022091111,3433,TRUE,"TE","SHOTGUN","2x2","LV"
2022092507,591,TRUE,"TE","SHOTGUN","2x2","LV"
2022100212,666,TRUE,"TE","SHOTGUN","2x2","LV"
2022100212,2387,TRUE,"TE","SHOTGUN","2x2","LV"
2022100212,2973,TRUE,"TE","SINGLEBACK","2x2","LV"
2022092507,1914,TRUE,"TE","SINGLEBACK","2x2","LV"
2022102308,1042,TRUE,"TE","SINGLEBACK","2x2","LV"
2022102308,1084,TRUE,"TE","SINGLEBACK","2x2","LV"
2022102308,2837,TRUE,"TE","SINGLEBACK","2x2","LV"
2022103006,874,TRUE,"TE","SINGLEBACK","2x2","LV"
2022091111,475,TRUE,"WR","SHOTGUN","2x2","LV"
2022101000,1172,TRUE,"WR","SHOTGUN","2x2","LV"
2022102308,2094,TRUE,"WR","SHOTGUN","2x2","LV"
2022101611,3712,TRUE,"RB","SHOTGUN","2x2","DAL"
2022091809,2701,TRUE,"WR","SHOTGUN","2x2","DAL"
2022091113,966,TRUE,"WR","SHOTGUN","2x2","DAL"
2022091113,3355,TRUE,"WR","SHOTGUN","2x2","DAL"
2022091113,3385,TRUE,"WR","SHOTGUN","2x2","DAL"
2022091113,3577,TRUE,"WR","SHOTGUN","2x2","DAL"
2022092600,1228,TRUE,"WR","SHOTGUN","2x2","DAL"
2022100204,633,TRUE,"WR","SHOTGUN","2x2","DAL"
2022100204,1400,TRUE,"WR","SHOTGUN","2x2","DAL"
2022100204,1580,TRUE,"WR","SHOTGUN","2x2","DAL"
2022100204,2860,TRUE,"WR","SHOTGUN","2x2","DAL"
2022100204,3385,TRUE,"WR","SHOTGUN","2x2","DAL"
2022100912,2002,TRUE,"WR","SHOTGUN","2x2","DAL"
2022100912,3135,FALSE,"WR","SHOTGUN","2x2","DAL"
2022102303,826,TRUE,"WR","SHOTGUN","2x2","DAL"
2022102303,3135,TRUE,"WR","SHOTGUN","2x2","DAL"
2022103002,662,TRUE,"WR","SHOTGUN","2x2","DAL"
2022103002,1332,TRUE,"WR","SHOTGUN","2x2","DAL"
2022103002,2399,TRUE,"WR","SHOTGUN","2x2","DAL"
2022103002,1483,TRUE,"RB","SHOTGUN","2x2","DAL"
2022091104,2952,FALSE,"WR","SHOTGUN","2x2","DET"
2022092504,755,FALSE,"WR","SHOTGUN","2x2","DET"
2022100205,486,FALSE,"WR","SHOTGUN","2x2","DET"
2022100205,3839,FALSE,"WR","SHOTGUN","2x2","DET"
2022100905,2653,FALSE,"WR","SINGLEBACK","2x2","DET"
2022102303,2451,FALSE,"RB","SHOTGUN","2x2","DET"
2022102303,2131,FALSE,"RB","SHOTGUN","2x2","DET"
2022091104,580,FALSE,"TE","SINGLEBACK","2x2","DET"
2022091104,2781,FALSE,"TE","SHOTGUN","2x2","DET"
2022091104,2974,FALSE,"TE","SINGLEBACK","2x2","DET"
2022091104,3754,FALSE,"TE","SINGLEBACK","2x2","DET"
2022092504,443,FALSE,"TE","SHOTGUN","2x2","DET"
2022092504,1472,FALSE,"TE","SHOTGUN","2x2","DET"
2022100205,560,FALSE,"TE","SINGLEBACK","2x2","DET"
2022102303,3283,TRUE,"TE","SHOTGUN","2x2","DET"
2022091104,3709,TRUE,"WR","SINGLEBACK","2x2","DET"
2022103003,985,FALSE,"WR","SHOTGUN","2x2","DET"
2022110603,1117,FALSE,"WR","SHOTGUN","2x2","DET"
2022092504,1520,TRUE,"TE","SINGLEBACK","2x2","DET"
2022092503,2783,FALSE,"WR","SHOTGUN","2x1","MIA"
2022110601,2176,TRUE,"WR","SHOTGUN","2x1","MIA"
2022102311,758,TRUE,"WR","SHOTGUN","2x1","MIA"
2022100907,417,TRUE,"FB","SHOTGUN","2x1","MIA"
2022100907,1058,TRUE,"WR","SHOTGUN","2x1","MIA"
2022101604,157,FALSE,"WR","SHOTGUN","2x1","MIA"
2022101604,3240,FALSE,"WR","SHOTGUN","2x1","MIA"
2022091100,3355,FALSE,"RB","SHOTGUN","3x1","ATL"
2022102302,1976,TRUE,"WR","SHOTGUN","3x1","ATL"
2022103001,2144,TRUE,"WR","SHOTGUN","3x1","ATL"
2022091100,3379,FALSE,"TE","SHOTGUN","2x1","ATL"
2022110600,3319,FALSE,"TE","SHOTGUN","2x1","ATL"
2022101600,1090,FALSE,"RB","SHOTGUN","3x1","ATL"
2022103001,56,TRUE,"WR","SHOTGUN","3x1","ATL"
2022102310,101,TRUE,"FB","SHOTGUN","3x1","SF"
2022102310,3712,TRUE,"FB","SHOTGUN","3x1","SF"
2022091102,2065,TRUE,"RB","SHOTGUN","2x1","SF"
2022091102,1107,FALSE,"WR","SHOTGUN","2x1","SF"
2022091808,1557,FALSE,"WR","SHOTGUN","3x1","SF"
2022092513,3302,FALSE,"WR","SHOTGUN","2x1","SF"
2022091808,1643,TRUE,"WR","SHOTGUN","3x1","SF"
2022091808,2622,TRUE,"RB","SHOTGUN","3x1","SF"
2022100907,938,FALSE,"TE","SHOTGUN","2x1","NYJ"
2022092506,2522,TRUE,"WR","SHOTGUN","3x1","NYJ"
2022102307,2884,TRUE,"RB","SHOTGUN","3x1","NYJ"
2022100210,1873,FALSE,"RB","SHOTGUN","3x1","NYJ"
2022091901,2345,FALSE,"WR","SHOTGUN","2x2","MIN"
2022100200,99,FALSE,"WR","SHOTGUN","2x2","MIN"
2022110607,3092,FALSE,"WR","SHOTGUN","2x2","MIN"
2022091901,3139,FALSE,"RB","SHOTGUN","3x1","MIN"
2022091112,2840,FALSE,"TE","SHOTGUN","2x2","MIN"
2022110607,174,TRUE,"TE","SHOTGUN","2x2","MIN"
2022110607,248,TRUE,"TE","SHOTGUN","2x2","MIN"
2022110607,3475,TRUE,"TE","SHOTGUN","2x2","MIN"
2022091112,205,FALSE,"TE","SHOTGUN","2x2","MIN"
2022100904,1313,FALSE,"TE","SHOTGUN","2x2","MIN"
2022100904,1883,FALSE,"TE","SHOTGUN","2x2","MIN"
2022103005,760,TRUE,"TE","SHOTGUN","2x2","MIN"
2022103005,3665,TRUE,"TE","SHOTGUN","2x2","MIN"
2022100904,1313,FALSE,"RB","SHOTGUN","2x2","MIN"
2022100904,3368,FALSE,"RB","SHOTGUN","3x1","MIN"
2022091112,227,TRUE,"WR","SHOTGUN","2x2","MIN"
2022091112,1281,TRUE,"WR","SHOTGUN","2x2","MIN"
2022091112,2093,TRUE,"WR","SHOTGUN","2x2","MIN"
2022100200,200,FALSE,"WR","SHOTGUN","2x1","MIN"
2022100200,372,TRUE,"WR","SHOTGUN","2x2","MIN"
2022100200,980,TRUE,"WR","SHOTGUN","2x2","MIN"
2022100904,301,FALSE,"WR","SHOTGUN","2x2","MIN"
2022100904,691,FALSE,"WR","SHOTGUN","2x2","MIN"
2022103005,2663,TRUE,"WR","SHOTGUN","2x2","MIN"
2022100904,1861,FALSE,"WR","SHOTGUN","2x2","MIN"
2022091113,3531,TRUE,"RB","SHOTGUN","3x1","DAL"
2022102303,1243,FALSE,"RB","SHOTGUN","3x1","DAL"
2022102303,646,FALSE,"RB","SHOTGUN","3x1","DAL"
2022102303,2997,TRUE,"RB","SHOTGUN","3x1","DAL"
2022091809,1845,TRUE,"WR","SHOTGUN","3x1","DAL"
2022092600,160,FALSE,"WR","SHOTGUN","3x1","DAL"
2022092600,2593,FALSE,"WR","SHOTGUN","3x1","DAL"
2022100912,783,TRUE,"WR","SHOTGUN","3x1","DAL"
2022101604,2791,FALSE,"WR","EMPTY","3x2","MIA"
2022092900,1781,FALSE,"TE","EMPTY","3x2","MIA"
2022091800,2122,FALSE,"TE","I_FORM","2x1","MIA"
2022101604,1624,FALSE,"RB","EMPTY","3x2","MIA"
2022110601,1929,TRUE,"TE","I_FORM","2x1","MIA"
2022110601,2224,TRUE,"FB","I_FORM","2x1","MIA"
2022091803,261,FALSE,"WR","SHOTGUN","2x2","JAX"
2022091803,547,FALSE,"TE","SHOTGUN","2x2","JAX"
2022102304,1725,FALSE,"TE","SINGLEBACK","3x1","JAX"
2022091803,2898,FALSE,"TE","SHOTGUN","2x2","JAX"
2022100209,882,FALSE,"TE","SHOTGUN","2x2","JAX"
2022100903,1590,FALSE,"TE","SINGLEBACK","2x2","JAX"
2022103000,150,FALSE,"TE","SHOTGUN","2x2","JAX"
2022110604,221,FALSE,"TE","SHOTGUN","2x2","JAX"
2022091109,2383,FALSE,"WR","SINGLEBACK","2x2","JAX"
2022101603,301,FALSE,"WR","SHOTGUN","2x2","JAX"
2022101603,2828,FALSE,"WR","SINGLEBACK","3x1","JAX"
2022102304,1038,FALSE,"WR","SHOTGUN","2x2","JAX"
2022102304,1087,FALSE,"WR","SHOTGUN","2x2","JAX"
2022103000,893,FALSE,"WR","SHOTGUN","2x2","JAX"
2022110604,2490,FALSE,"WR","SHOTGUN","2x2","JAX"
2022091109,2425,FALSE,"TE","SINGLEBACK","2x2","JAX"
2022091109,2726,FALSE,"TE","SINGLEBACK","2x2","JAX"
2022100209,962,FALSE,"RB","SINGLEBACK","2x2","JAX"
2022091109,1475,FALSE,"RB","EMPTY","3x2","JAX"
2022100209,1677,FALSE,"RB","SHOTGUN","2x2","JAX"
2022091102,595,FALSE,"FB","EMPTY","3x2","SF"
2022091102,921,FALSE,"FB","PISTOL","2x1","SF"
2022091102,1472,FALSE,"FB","PISTOL","2x1","SF"
2022091102,1588,FALSE,"FB","I_FORM","2x1","SF"
2022101600,1167,FALSE,"FB","I_FORM","2x1","SF"
2022101600,1167,FALSE,"TE","I_FORM","2x1","SF"
2022101600,1215,FALSE,"RB","EMPTY","3x2","SF"
2022091107,636,FALSE,"TE","SINGLEBACK","3x1","NYJ"
2022091107,1051,FALSE,"TE","SINGLEBACK","3x1","NYJ"
2022101602,772,FALSE,"TE","SINGLEBACK","3x1","NYJ"
2022101602,748,FALSE,"WR","SINGLEBACK","3x1","NYJ"
2022091107,3299,FALSE,"TE","EMPTY","3x2","NYJ"
2022110606,2868,FALSE,"TE","EMPTY","3x2","NYJ"
2022091801,2916,FALSE,"RB","EMPTY","3x2","NYJ"
2022103007,2386,FALSE,"RB","EMPTY","3x2","NYJ"
2022092506,842,FALSE,"RB","EMPTY","3x2","NYJ"
2022101602,233,FALSE,"RB","EMPTY","3x2","NYJ"
2022091801,2412,FALSE,"TE","EMPTY","3x2","NYJ"
2022102700,2926,FALSE,"RB","EMPTY","3x2","TB"
2022102301,365,FALSE,"WR","EMPTY","3x2","TB"
2022110609,4224,FALSE,"TE","SHOTGUN","3x1","TB"
2022091112,275,FALSE,"WR","SINGLEBACK","2x2","MIN"
2022091112,1458,FALSE,"TE","SINGLEBACK","2x2","MIN"
2022100200,3327,FALSE,"TE","SINGLEBACK","2x2","MIN"
2022091112,1613,FALSE,"TE","SINGLEBACK","2x2","MIN"
2022100904,277,FALSE,"TE","SINGLEBACK","2x2","MIN"
2022100904,831,FALSE,"TE","SINGLEBACK","3x1","MIN"
2022101604,2636,FALSE,"TE","SINGLEBACK","2x2","MIN"
2022091801,247,FALSE,"TE","SINGLEBACK","3x1","CLE"
2022091101,599,FALSE,"TE","SINGLEBACK","2x2","CLE"
2022092200,2613,FALSE,"TE","SINGLEBACK","2x2","CLE"
2022100201,831,FALSE,"TE","PISTOL","2x2","CLE"
2022100201,1040,FALSE,"TE","SINGLEBACK","2x2","CLE"
2022100902,3745,FALSE,"TE","SHOTGUN","2x1","CLE"
2022102300,552,FALSE,"TE","SINGLEBACK","2x2","CLE"
2022091801,1626,FALSE,"RB","EMPTY","3x2","CLE"
2022100201,1497,FALSE,"RB","EMPTY","3x2","CLE"
2022101601,1790,FALSE,"RB","EMPTY","3x2","CLE"
2022101601,3700,FALSE,"RB","SHOTGUN","3x1","CLE"
2022103100,1843,FALSE,"RB","SHOTGUN","2x2","CLE"
2022103100,1867,FALSE,"RB","EMPTY","3x2","CLE"
2022100201,165,FALSE,"RB","EMPTY","3x2","CLE"
2022102300,191,FALSE,"RB","EMPTY","3x2","CLE"
2022091101,993,FALSE,"TE","I_FORM","2x0","CLE"
2022091101,1616,FALSE,"TE","SINGLEBACK","3x1","CLE"
2022091101,3287,FALSE,"TE","SINGLEBACK","2x1","CLE"
2022091801,2043,FALSE,"TE","SINGLEBACK","2x2","CLE"
2022100201,266,FALSE,"TE","SHOTGUN","2x2","CLE"
2022091101,339,FALSE,"WR","SHOTGUN","2x2","CLE"
2022091101,993,FALSE,"WR","I_FORM","2x0","CLE"
2022102300,3410,FALSE,"WR","SHOTGUN","2x2","CLE"
2022110700,2261,FALSE,"RB","SHOTGUN","3x1","BAL"
2022100202,1699,FALSE,"WR","SHOTGUN","2x2","BAL"
2022091107,552,FALSE,"FB","PISTOL","2x1","BAL"
2022091107,2613,FALSE,"FB","SHOTGUN","3x1","BAL"
2022101606,564,FALSE,"FB","PISTOL","2x2","BAL"
2022101606,971,FALSE,"FB","PISTOL","3x1","BAL"
2022102300,2527,FALSE,"FB","PISTOL","2x2","BAL"
2022091107,275,FALSE,"TE","SHOTGUN","3x1","BAL"
2022100202,775,FALSE,"TE","PISTOL","2x1","BAL"
2022101606,2971,FALSE,"TE","EMPTY","3x2","BAL"
2022102300,1251,FALSE,"RB","SHOTGUN","2x1","BAL"
2022102700,2335,FALSE,"TE","PISTOL","2x2","BAL"
2022091107,935,FALSE,"RB","SHOTGUN","2x2","BAL"
2022102700,1325,FALSE,"RB","SHOTGUN","2x2","BAL"
2022102700,1603,FALSE,"RB","SHOTGUN","3x1","BAL"
2022101606,477,FALSE,"RB","SHOTGUN","2x2","BAL"
2022091107,202,FALSE,"WR","SINGLEBACK","2x2","BAL"
2022091800,1949,FALSE,"WR","SHOTGUN","3x1","BAL"
2022110700,271,FALSE,"WR","SHOTGUN","3x1","BAL"
2022091107,723,FALSE,"TE","PISTOL","2x2","BAL"
2022091800,1513,FALSE,"TE","I_FORM","1x1","BAL"
2022092505,420,FALSE,"TE","SHOTGUN","2x2","BAL"
2022101606,1685,FALSE,"TE","SHOTGUN","2x2","BAL"
2022100901,320,FALSE,"FB","SINGLEBACK","2x2","PIT"
2022091103,1126,FALSE,"TE","SINGLEBACK","2x2","PIT"
2022100210,3726,FALSE,"TE","SHOTGUN","2x2","PIT"
2022100901,2330,FALSE,"TE","SHOTGUN","2x2","PIT"
2022102311,3141,FALSE,"TE","SHOTGUN","2x2","PIT"
2022101607,1320,FALSE,"WR","SHOTGUN","2x2","PIT"
2022091103,2103,FALSE,"RB","SHOTGUN","3x1","PIT"
2022091806,3443,FALSE,"RB","SHOTGUN","2x2","PIT"
2022100210,941,FALSE,"RB","SHOTGUN","2x2","PIT"
2022102311,2048,FALSE,"RB","SHOTGUN","2x2","PIT"
2022102311,2415,FALSE,"RB","SHOTGUN","2x2","PIT"
2022102311,3713,FALSE,"RB","SHOTGUN","2x2","PIT"
2022091103,2433,FALSE,"TE","SHOTGUN","2x2","PIT"
2022091806,554,FALSE,"TE","SHOTGUN","2x2","PIT"
2022091806,685,FALSE,"TE","SHOTGUN","2x2","PIT"
2022091806,1004,FALSE,"TE","SHOTGUN","2x2","PIT"
2022091806,2299,FALSE,"TE","SINGLEBACK","2x2","PIT"
2022092200,1991,FALSE,"TE","SHOTGUN","2x2","PIT"
2022100210,2317,FALSE,"TE","SINGLEBACK","2x2","PIT"
2022100901,2429,FALSE,"TE","SHOTGUN","2x2","PIT"
2022102311,3372,FALSE,"TE","SINGLEBACK","2x2","PIT"
2022091806,1189,FALSE,"RB","EMPTY","3x2","PIT"
